index,value
737056,101.89999389648438
737057,78.89999389648438
737058,78.89999389648438
737060,101.89999389648438
737061,101.89999389648438
737062,78.89999389648438
737063,78.89999389648438
737064,78.89999389648438
737065,78.89999389648438
737066,78.89999389648438
737067,124.89999389648438
737068,124.89999389648438
737069,124.89999389648438
737070,101.80000305175781
737071,101.80000305175781
737072,101.80000305175781
737073,101.80000305175781
737074,101.80000305175781
737075,101.80000305175781
737076,101.80000305175781
737077,101.80000305175781
737078,101.80000305175781
737079,101.80000305175781
737080,101.80000305175781
737081,101.80000305175781
737082,101.80000305175781
737083,101.80000305175781
737084,101.80000305175781
737085,101.80000305175781
737086,101.80000305175781
737087,101.80000305175781
737088,101.80000305175781
737089,101.80000305175781
737090,124.89999389648438
737091,124.89999389648438
737092,124.89999389648438
737093,124.89999389648438
737094,124.89999389648438
737095,124.89999389648438
737096,124.89999389648438
737097,124.89999389648438
737098,124.89999389648438
737099,124.89999389648438
737101,124.89999389648438
737102,141.6999969482422
737103,124.89999389648438
737104,124.89999389648438
737105,152.3000030517578
737106,124.89999389648438
737107,124.89999389648438
737108,124.89999389648438
737109,124.89999389648438
737110,124.89999389648438
737111,141.6999969482422
737112,141.6999969482422
737113,141.6999969482422
737114,141.6999969482422
737115,95.69999694824219
737116,95.69999694824219
737117,95.69999694824219
737118,95.69999694824219
737119,106.30000305175781
737120,114.60000610351562
737121,95.69999694824219
737122,106.30000305175781
737123,95.69999694824219
737124,106.30000305175781
737125,114.60000610351562
737126,78.89999389648438
737127,78.89999389648438
737128,78.89999389648438
737129,78.89999389648438
737130,78.89999389648438
737131,78.89999389648438
737132,78.89999389648438
737133,137.89999389648438
737134,114.60000610351562
737135,114.60000610351562
737136,78.89999389648438
737137,78.89999389648438
737138,78.89999389648438
737139,78.89999389648438
737140,78.89999389648438
737141,78.89999389648438
737142,95.69999694824219
737143,78.89999389648438
737144,78.89999389648438
737145,78.89999389648438
737146,78.89999389648438
737147,78.89999389648438
737148,78.89999389648438
737149,78.89999389648438
737150,78.89999389648438
